H, NaN, KeyR, H, NaN, ShiftLeft, H, NaN, ControlLeft, DD, 8893, Period, UD, 15318, Period, H, 102, Period, DD, 103, KeyK, UD, 1, KeyK, H, 121, KeyK, DD, 122, Digit3, UD, 1, Digit3, H, 119, Digit3, DD, 119, KeyM, UD, 0, KeyM, H, 85, KeyM, DD, 86, KeyO, UD, 1, KeyO, H, 78, KeyO, DD, 78, KeyO, UD, 0, KeyO, H, 124, KeyO, DD, 125, KeyS, UD, 1, KeyS, H, 143, KeyS, DD, 144, KeyA, UD, 1, KeyA, H, 138, KeyA, DD, 138, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 101, KeyZ, UD, 0, KeyZ, H, 101, KeyZ, DD, 101, Enter, UD, 0, Enter
H, 120, Enter, DD, 227, Period, UD, 107, Period, H, 145, Period, DD, 146, KeyK, UD, 1, KeyK, H, 82, KeyK, DD, 82, Digit3, UD, 0, Digit3, H, 78, Digit3, DD, 78, KeyM, UD, 0, KeyM, H, 105, KeyM, DD, 107, KeyO, UD, 2, KeyO, H, 96, KeyO, DD, 96, KeyO, UD, 0, KeyO, H, 146, KeyO, DD, 149, KeyS, UD, 3, KeyS, H, 119, KeyS, DD, 120, KeyA, UD, 1, KeyA, H, 98, KeyA, DD, 98, KeyB, UD, 0, KeyB, H, 126, KeyB, DD, 128, KeyZ, UD, 2, KeyZ, H, 82, KeyZ, DD, 83, Enter, UD, 1, Enter
H, 132, Enter, DD, 406, Period, UD, 274, Period, H, 81, Period, DD, 133, KeyK, UD, 52, KeyK, H, 170, KeyK, DD, 303, Digit3, UD, 133, Digit3, H, 114, Digit3, DD, 252, KeyM, UD, 138, KeyM, H, 71, KeyM, DD, 272, KeyO, UD, 201, KeyO, H, 90, KeyO, DD, 152, KeyO, UD, 62, KeyO, H, 156, KeyO, DD, 183, KeyS, UD, 27, KeyS, H, 188, KeyS, DD, 239, KeyA, UD, 51, KeyA, H, 146, KeyA, DD, 326, KeyB, UD, 180, KeyB, H, 46, KeyB, DD, 159, KeyZ, UD, 113, KeyZ, H, 120, KeyZ, DD, 180, Enter, UD, 60, Enter
H, 106, Enter, DD, 253, Period, UD, 147, Period, H, 96, Period, DD, 277, KeyK, UD, 181, KeyK, H, 107, KeyK, DD, 193, Digit3, UD, 86, Digit3, H, 164, Digit3, DD, 347, KeyM, UD, 183, KeyM, H, 166, KeyM, DD, 189, KeyO, UD, 23, KeyO, H, 4, KeyO, DD, 195, KeyO, UD, 191, KeyO, H, 16, KeyO, DD, 169, KeyS, UD, 153, KeyS, H, 188, KeyS, DD, 223, KeyA, UD, 35, KeyA, H, 146, KeyA, DD, 286, KeyB, UD, 140, KeyB, H, 68, KeyB, DD, 164, KeyZ, UD, 96, KeyZ, H, 17, KeyZ, DD, 161, Enter, UD, 144, Enter
H, 193, Enter, DD, 374, Period, UD, 181, Period, H, 33, Period, DD, 72, KeyK, UD, 39, KeyK, H, 195, KeyK, DD, 264, Digit3, UD, 69, Digit3, H, 45, Digit3, DD, 135, KeyM, UD, 90, KeyM, H, 26, KeyM, DD, 64, KeyO, UD, 38, KeyO, H, 32, KeyO, DD, 140, KeyO, UD, 108, KeyO, H, 79, KeyO, DD, 252, KeyS, UD, 173, KeyS, H, 195, KeyS, DD, 357, KeyA, UD, 162, KeyA, H, 52, KeyA, DD, 166, KeyB, UD, 114, KeyB, H, 87, KeyB, DD, 209, KeyZ, UD, 122, KeyZ, H, 149, KeyZ, DD, 263, Enter, UD, 114, Enter
H, 201, Enter, DD, 445, Period, UD, 244, Period, H, 26, Period, DD, 202, KeyK, UD, 176, KeyK, H, 164, KeyK, DD, 221, Digit3, UD, 57, Digit3, H, 99, Digit3, DD, 144, KeyM, UD, 45, KeyM, H, 9, KeyM, DD, 204, KeyO, UD, 195, KeyO, H, 89, KeyO, DD, 171, KeyO, UD, 82, KeyO, H, 128, KeyO, DD, 176, KeyS, UD, 48, KeyS, H, 119, KeyS, DD, 231, KeyA, UD, 112, KeyA, H, 43, KeyA, DD, 118, KeyB, UD, 75, KeyB, H, 124, KeyB, DD, 127, KeyZ, UD, 3, KeyZ, H, 175, KeyZ, DD, 198, Enter, UD, 23, Enter
H, 195, Enter, DD, 393, Period, UD, 198, Period, H, 203, Period, DD, 289, KeyK, UD, 86, KeyK, H, 141, KeyK, DD, 250, Digit3, UD, 109, Digit3, H, 2, Digit3, DD, 35, KeyM, UD, 33, KeyM, H, 32, KeyM, DD, 95, KeyO, UD, 63, KeyO, H, 139, KeyO, DD, 259, KeyO, UD, 120, KeyO, H, 85, KeyO, DD, 102, KeyS, UD, 17, KeyS, H, 90, KeyS, DD, 229, KeyA, UD, 139, KeyA, H, 16, KeyA, DD, 91, KeyB, UD, 75, KeyB, H, 48, KeyB, DD, 52, KeyZ, UD, 4, KeyZ, H, 13, KeyZ, DD, 108, Enter, UD, 95, Enter
H, 44, Enter, DD, 188, Period, UD, 144, Period, H, 194, Period, DD, 335, KeyK, UD, 141, KeyK, H, 113, KeyK, DD, 116, Digit3, UD, 3, Digit3, H, 131, Digit3, DD, 182, KeyM, UD, 51, KeyM, H, 201, KeyM, DD, 323, KeyO, UD, 122, KeyO, H, 133, KeyO, DD, 205, KeyO, UD, 72, KeyO, H, 39, KeyO, DD, 56, KeyS, UD, 17, KeyS, H, 51, KeyS, DD, 241, KeyA, UD, 190, KeyA, H, 16, KeyA, DD, 107, KeyB, UD, 91, KeyB, H, 192, KeyB, DD, 261, KeyZ, UD, 69, KeyZ, H, 9, KeyZ, DD, 189, Enter, UD, 180, Enter
H, 110, Enter, DD, 390, Period, UD, 280, Period, H, 39, Period, DD, 98, KeyK, UD, 59, KeyK, H, 88, KeyK, DD, 103, Digit3, UD, 15, Digit3, H, 38, Digit3, DD, 67, KeyM, UD, 29, KeyM, H, 45, KeyM, DD, 115, KeyO, UD, 70, KeyO, H, 49, KeyO, DD, 188, KeyO, UD, 139, KeyO, H, 28, KeyO, DD, 211, KeyS, UD, 183, KeyS, H, 165, KeyS, DD, 235, KeyA, UD, 70, KeyA, H, 75, KeyA, DD, 104, KeyB, UD, 29, KeyB, H, 22, KeyB, DD, 120, KeyZ, UD, 98, KeyZ, H, 2, KeyZ, DD, 15, Enter, UD, 13, Enter
H, 150, Enter, DD, 300, Period, UD, 150, Period, H, 140, Period, DD, 220, KeyK, UD, 80, KeyK, H, 37, KeyK, DD, 72, Digit3, UD, 35, Digit3, H, 199, Digit3, DD, 289, KeyM, UD, 90, KeyM, H, 93, KeyM, DD, 161, KeyO, UD, 68, KeyO, H, 14, KeyO, DD, 150, KeyO, UD, 136, KeyO, H, 102, KeyO, DD, 195, KeyS, UD, 93, KeyS, H, 144, KeyS, DD, 253, KeyA, UD, 109, KeyA, H, 154, KeyA, DD, 293, KeyB, UD, 139, KeyB, H, 187, KeyB, DD, 379, KeyZ, UD, 192, KeyZ, H, 28, KeyZ, DD, 36, Enter, UD, 8, Enter
H, 134, Enter, DD, 272, Period, UD, 138, Period, H, 65, Period, DD, 78, KeyK, UD, 13, KeyK, H, 48, KeyK, DD, 119, Digit3, UD, 71, Digit3, H, 184, Digit3, DD, 321, KeyM, UD, 137, KeyM, H, 65, KeyM, DD, 99, KeyO, UD, 34, KeyO, H, 94, KeyO, DD, 207, KeyO, UD, 113, KeyO, H, 146, KeyO, DD, 159, KeyS, UD, 13, KeyS, H, 66, KeyS, DD, 186, KeyA, UD, 120, KeyA, H, 168, KeyA, DD, 360, KeyB, UD, 192, KeyB, H, 199, KeyB, DD, 314, KeyZ, UD, 115, KeyZ, H, 164, KeyZ, DD, 178, Enter, UD, 14, Enter
H, 164, Enter, DD, 270, Period, UD, 106, Period, H, 179, Period, DD, 251, KeyK, UD, 72, KeyK, H, 34, KeyK, DD, 121, Digit3, UD, 87, Digit3, H, 55, Digit3, DD, 196, KeyM, UD, 141, KeyM, H, 153, KeyM, DD, 173, KeyO, UD, 20, KeyO, H, 72, KeyO, DD, 231, KeyO, UD, 159, KeyO, H, 171, KeyO, DD, 207, KeyS, UD, 36, KeyS, H, 168, KeyS, DD, 367, KeyA, UD, 199, KeyA, H, 154, KeyA, DD, 238, KeyB, UD, 84, KeyB, H, 173, KeyB, DD, 344, KeyZ, UD, 171, KeyZ, H, 99, KeyZ, DD, 130, Enter, UD, 31, Enter
H, 25, Enter, DD, 178, Period, UD, 153, Period, H, 83, Period, DD, 192, KeyK, UD, 109, KeyK, H, 48, KeyK, DD, 57, Digit3, UD, 9, Digit3, H, 134, Digit3, DD, 164, KeyM, UD, 30, KeyM, H, 147, KeyM, DD, 247, KeyO, UD, 100, KeyO, H, 19, KeyO, DD, 139, KeyO, UD, 120, KeyO, H, 184, KeyO, DD, 290, KeyS, UD, 106, KeyS, H, 91, KeyS, DD, 146, KeyA, UD, 55, KeyA, H, 185, KeyA, DD, 305, KeyB, UD, 120, KeyB, H, 163, KeyB, DD, 225, KeyZ, UD, 62, KeyZ, H, 164, KeyZ, DD, 352, Enter, UD, 188, Enter
H, 35, Enter, DD, 321, Period, UD, 286, Period, H, 193, Period, DD, 255, KeyK, UD, 62, KeyK, H, 56, KeyK, DD, 177, Digit3, UD, 121, Digit3, H, 125, Digit3, DD, 134, KeyM, UD, 9, KeyM, H, 98, KeyM, DD, 180, KeyO, UD, 82, KeyO, H, 63, KeyO, DD, 106, KeyO, UD, 43, KeyO, H, 76, KeyO, DD, 154, KeyS, UD, 78, KeyS, H, 63, KeyS, DD, 93, KeyA, UD, 30, KeyA, H, 103, KeyA, DD, 121, KeyB, UD, 18, KeyB, H, 144, KeyB, DD, 155, KeyZ, UD, 11, KeyZ, H, 97, KeyZ, DD, 274, Enter, UD, 177, Enter
H, 36, Enter, DD, 139, Period, UD, 103, Period, H, 2, Period, DD, 150, KeyK, UD, 148, KeyK, H, 192, KeyK, DD, 353, Digit3, UD, 161, Digit3, H, 194, Digit3, DD, 343, KeyM, UD, 149, KeyM, H, 63, KeyM, DD, 121, KeyO, UD, 58, KeyO, H, 117, KeyO, DD, 293, KeyO, UD, 176, KeyO, H, 168, KeyO, DD, 276, KeyS, UD, 108, KeyS, H, 104, KeyS, DD, 151, KeyA, UD, 47, KeyA, H, 81, KeyA, DD, 225, KeyB, UD, 144, KeyB, H, 187, KeyB, DD, 292, KeyZ, UD, 105, KeyZ, H, 189, KeyZ, DD, 302, Enter, UD, 113, Enter
H, 194, Enter, DD, 402, Period, UD, 208, Period, H, 99, Period, DD, 168, KeyK, UD, 69, KeyK, H, 117, KeyK, DD, 275, Digit3, UD, 158, Digit3, H, 72, Digit3, DD, 143, KeyM, UD, 71, KeyM, H, 110, KeyM, DD, 240, KeyO, UD, 130, KeyO, H, 101, KeyO, DD, 217, KeyO, UD, 116, KeyO, H, 70, KeyO, DD, 76, KeyS, UD, 6, KeyS, H, 102, KeyS, DD, 276, KeyA, UD, 174, KeyA, H, 117, KeyA, DD, 157, KeyB, UD, 40, KeyB, H, 155, KeyB, DD, 328, KeyZ, UD, 173, KeyZ, H, 126, KeyZ, DD, 232, Enter, UD, 106, Enter
H, 155, Enter, DD, 325, Period, UD, 170, Period, H, 58, Period, DD, 136, KeyK, UD, 78, KeyK, H, 180, KeyK, DD, 284, Digit3, UD, 104, Digit3, H, 193, Digit3, DD, 232, KeyM, UD, 39, KeyM, H, 70, KeyM, DD, 156, KeyO, UD, 86, KeyO, H, 100, KeyO, DD, 110, KeyO, UD, 10, KeyO, H, 170, KeyO, DD, 343, KeyS, UD, 173, KeyS, H, 57, KeyS, DD, 140, KeyA, UD, 83, KeyA, H, 113, KeyA, DD, 138, KeyB, UD, 25, KeyB, H, 57, KeyB, DD, 222, KeyZ, UD, 165, KeyZ, H, 116, KeyZ, DD, 144, Enter, UD, 28, Enter
H, 107, Enter, DD, 243, Period, UD, 136, Period, H, 194, Period, DD, 264, KeyK, UD, 70, KeyK, H, 51, KeyK, DD, 203, Digit3, UD, 152, Digit3, H, 4, Digit3, DD, 70, KeyM, UD, 66, KeyM, H, 99, KeyM, DD, 106, KeyO, UD, 7, KeyO, H, 189, KeyO, DD, 344, KeyO, UD, 155, KeyO, H, 80, KeyO, DD, 207, KeyS, UD, 127, KeyS, H, 117, KeyS, DD, 202, KeyA, UD, 85, KeyA, H, 54, KeyA, DD, 93, KeyB, UD, 39, KeyB, H, 57, KeyB, DD, 184, KeyZ, UD, 127, KeyZ, H, 17, KeyZ, DD, 58, Enter, UD, 41, Enter
H, 176, Enter, DD, 345, Period, UD, 169, Period, H, 181, Period, DD, 317, KeyK, UD, 136, KeyK, H, 187, KeyK, DD, 304, Digit3, UD, 117, Digit3, H, 119, Digit3, DD, 159, KeyM, UD, 40, KeyM, H, 4, KeyM, DD, 178, KeyO, UD, 174, KeyO, H, 190, KeyO, DD, 288, KeyO, UD, 98, KeyO, H, 128, KeyO, DD, 196, KeyS, UD, 68, KeyS, H, 33, KeyS, DD, 144, KeyA, UD, 111, KeyA, H, 106, KeyA, DD, 296, KeyB, UD, 190, KeyB, H, 144, KeyB, DD, 282, KeyZ, UD, 138, KeyZ, H, 34, KeyZ, DD, 58, Enter, UD, 24, Enter
H, 61, Enter, DD, 279, Period, UD, 218, Period, H, 131, Period, DD, 318, KeyK, UD, 187, KeyK, H, 58, KeyK, DD, 163, Digit3, UD, 105, Digit3, H, 92, Digit3, DD, 176, KeyM, UD, 84, KeyM, H, 184, KeyM, DD, 271, KeyO, UD, 87, KeyO, H, 133, KeyO, DD, 302, KeyO, UD, 169, KeyO, H, 95, KeyO, DD, 249, KeyS, UD, 154, KeyS, H, 25, KeyS, DD, 70, KeyA, UD, 45, KeyA, H, 192, KeyA, DD, 387, KeyB, UD, 195, KeyB, H, 193, KeyB, DD, 333, KeyZ, UD, 140, KeyZ, H, 92, KeyZ, DD, 266, Enter, UD, 174, Enter
H, 100, Enter, DD, 404, Period, UD, 304, Period, H, 190, Period, DD, 191, KeyK, UD, 1, KeyK, H, 49, KeyK, DD, 60, Digit3, UD, 11, Digit3, H, 172, Digit3, DD, 177, KeyM, UD, 5, KeyM, H, 133, KeyM, DD, 333, KeyO, UD, 200, KeyO, H, 165, KeyO, DD, 240, KeyO, UD, 75, KeyO, H, 61, KeyO, DD, 217, KeyS, UD, 156, KeyS, H, 162, KeyS, DD, 246, KeyA, UD, 84, KeyA, H, 83, KeyA, DD, 256, KeyB, UD, 173, KeyB, H, 89, KeyB, DD, 288, KeyZ, UD, 199, KeyZ, H, 191, KeyZ, DD, 254, Enter, UD, 63, Enter
H, 74, Enter, DD, 288, Period, UD, 214, Period, H, 56, Period, DD, 69, KeyK, UD, 13, KeyK, H, 19, KeyK, DD, 175, Digit3, UD, 156, Digit3, H, 181, Digit3, DD, 269, KeyM, UD, 88, KeyM, H, 199, KeyM, DD, 258, KeyO, UD, 59, KeyO, H, 42, KeyO, DD, 150, KeyO, UD, 108, KeyO, H, 151, KeyO, DD, 344, KeyS, UD, 193, KeyS, H, 161, KeyS, DD, 302, KeyA, UD, 141, KeyA, H, 55, KeyA, DD, 136, KeyB, UD, 81, KeyB, H, 120, KeyB, DD, 316, KeyZ, UD, 196, KeyZ, H, 123, KeyZ, DD, 189, Enter, UD, 66, Enter
H, 121, Enter, DD, 223, Period, UD, 102, Period, H, 71, Period, DD, 183, KeyK, UD, 112, KeyK, H, 201, KeyK, DD, 255, Digit3, UD, 54, Digit3, H, 139, Digit3, DD, 222, KeyM, UD, 83, KeyM, H, 131, KeyM, DD, 285, KeyO, UD, 154, KeyO, H, 98, KeyO, DD, 161, KeyO, UD, 63, KeyO, H, 130, KeyO, DD, 221, KeyS, UD, 91, KeyS, H, 47, KeyS, DD, 133, KeyA, UD, 86, KeyA, H, 9, KeyA, DD, 187, KeyB, UD, 178, KeyB, H, 89, KeyB, DD, 231, KeyZ, UD, 142, KeyZ, H, 140, KeyZ, DD, 188, Enter, UD, 48, Enter
H, 82, Enter, DD, 214, Period, UD, 132, Period, H, 22, Period, DD, 83, KeyK, UD, 61, KeyK, H, 16, KeyK, DD, 176, Digit3, UD, 160, Digit3, H, 89, Digit3, DD, 109, KeyM, UD, 20, KeyM, H, 70, KeyM, DD, 87, KeyO, UD, 17, KeyO, H, 83, KeyO, DD, 196, KeyO, UD, 113, KeyO, H, 72, KeyO, DD, 136, KeyS, UD, 64, KeyS, H, 47, KeyS, DD, 146, KeyA, UD, 99, KeyA, H, 94, KeyA, DD, 146, KeyB, UD, 52, KeyB, H, 119, KeyB, DD, 243, KeyZ, UD, 124, KeyZ, H, 173, KeyZ, DD, 231, Enter, UD, 58, Enter
H, 147, Enter, DD, 375, Period, UD, 228, Period, H, 119, Period, DD, 204, KeyK, UD, 85, KeyK, H, 20, KeyK, DD, 216, Digit3, UD, 196, Digit3, H, 105, Digit3, DD, 250, KeyM, UD, 145, KeyM, H, 59, KeyM, DD, 228, KeyO, UD, 169, KeyO, H, 157, KeyO, DD, 295, KeyO, UD, 138, KeyO, H, 180, KeyO, DD, 276, KeyS, UD, 96, KeyS, H, 63, KeyS, DD, 165, KeyA, UD, 102, KeyA, H, 182, KeyA, DD, 296, KeyB, UD, 114, KeyB, H, 177, KeyB, DD, 273, KeyZ, UD, 96, KeyZ, H, 180, KeyZ, DD, 209, Enter, UD, 29, Enter
H, 185, Enter, DD, 493, Period, UD, 308, Period, H, 124, Period, DD, 159, KeyK, UD, 35, KeyK, H, 144, KeyK, DD, 216, Digit3, UD, 72, Digit3, H, 183, Digit3, DD, 249, KeyM, UD, 66, KeyM, H, 5, KeyM, DD, 81, KeyO, UD, 76, KeyO, H, 154, KeyO, DD, 162, KeyO, UD, 8, KeyO, H, 144, KeyO, DD, 171, KeyS, UD, 27, KeyS, H, 127, KeyS, DD, 312, KeyA, UD, 185, KeyA, H, 62, KeyA, DD, 131, KeyB, UD, 69, KeyB, H, 79, KeyB, DD, 155, KeyZ, UD, 76, KeyZ, H, 172, KeyZ, DD, 236, Enter, UD, 64, Enter
H, 38, Enter, DD, 294, Period, UD, 256, Period, H, 79, Period, DD, 267, KeyK, UD, 188, KeyK, H, 10, KeyK, DD, 11, Digit3, UD, 1, Digit3, H, 155, Digit3, DD, 234, KeyM, UD, 79, KeyM, H, 190, KeyM, DD, 224, KeyO, UD, 34, KeyO, H, 115, KeyO, DD, 305, KeyO, UD, 190, KeyO, H, 34, KeyO, DD, 41, KeyS, UD, 7, KeyS, H, 37, KeyS, DD, 178, KeyA, UD, 141, KeyA, H, 100, KeyA, DD, 247, KeyB, UD, 147, KeyB, H, 89, KeyB, DD, 147, KeyZ, UD, 58, KeyZ, H, 111, KeyZ, DD, 141, Enter, UD, 30, Enter
H, 107, Enter, DD, 298, Period, UD, 191, Period, H, 114, Period, DD, 288, KeyK, UD, 174, KeyK, H, 160, KeyK, DD, 318, Digit3, UD, 158, Digit3, H, 90, Digit3, DD, 119, KeyM, UD, 29, KeyM, H, 57, KeyM, DD, 161, KeyO, UD, 104, KeyO, H, 110, KeyO, DD, 178, KeyO, UD, 68, KeyO, H, 102, KeyO, DD, 157, KeyS, UD, 55, KeyS, H, 124, KeyS, DD, 324, KeyA, UD, 200, KeyA, H, 56, KeyA, DD, 139, KeyB, UD, 83, KeyB, H, 39, KeyB, DD, 193, KeyZ, UD, 154, KeyZ, H, 101, KeyZ, DD, 138, Enter, UD, 37, Enter
H, 14, Enter, DD, 285, Period, UD, 271, Period, H, 140, Period, DD, 259, KeyK, UD, 119, KeyK, H, 28, KeyK, DD, 54, Digit3, UD, 26, Digit3, H, 71, Digit3, DD, 129, KeyM, UD, 58, KeyM, H, 147, KeyM, DD, 204, KeyO, UD, 57, KeyO, H, 50, KeyO, DD, 70, KeyO, UD, 20, KeyO, H, 9, KeyO, DD, 82, KeyS, UD, 73, KeyS, H, 108, KeyS, DD, 274, KeyA, UD, 166, KeyA, H, 121, KeyA, DD, 177, KeyB, UD, 56, KeyB, H, 44, KeyB, DD, 90, KeyZ, UD, 46, KeyZ, H, 106, KeyZ, DD, 243, Enter, UD, 137, Enter
H, 67, Enter, DD, 284, Period, UD, 217, Period, H, 180, Period, DD, 214, KeyK, UD, 34, KeyK, H, 157, KeyK, DD, 203, Digit3, UD, 46, Digit3, H, 63, Digit3, DD, 101, KeyM, UD, 38, KeyM, H, 10, KeyM, DD, 18, KeyO, UD, 8, KeyO, H, 115, KeyO, DD, 126, KeyO, UD, 11, KeyO, H, 193, KeyO, DD, 372, KeyS, UD, 179, KeyS, H, 85, KeyS, DD, 198, KeyA, UD, 113, KeyA, H, 152, KeyA, DD, 355, KeyB, UD, 203, KeyB, H, 83, KeyB, DD, 284, KeyZ, UD, 201, KeyZ, H, 46, KeyZ, DD, 223, Enter, UD, 177, Enter
H, 123, Enter, DD, 269, Period, UD, 146, Period, H, 73, Period, DD, 131, KeyK, UD, 58, KeyK, H, 142, KeyK, DD, 272, Digit3, UD, 130, Digit3, H, 74, Digit3, DD, 90, KeyM, UD, 16, KeyM, H, 117, KeyM, DD, 242, KeyO, UD, 125, KeyO, H, 2, KeyO, DD, 147, KeyO, UD, 145, KeyO, H, 152, KeyO, DD, 212, KeyS, UD, 60, KeyS, H, 130, KeyS, DD, 163, KeyA, UD, 33, KeyA, H, 192, KeyA, DD, 314, KeyB, UD, 122, KeyB, H, 140, KeyB, DD, 264, KeyZ, UD, 124, KeyZ, H, 142, KeyZ, DD, 276, Enter, UD, 134, Enter
H, 19, Enter, DD, 169, Period, UD, 150, Period, H, 33, Period, DD, 184, KeyK, UD, 151, KeyK, H, 164, KeyK, DD, 246, Digit3, UD, 82, Digit3, H, 103, Digit3, DD, 160, KeyM, UD, 57, KeyM, H, 182, KeyM, DD, 235, KeyO, UD, 53, KeyO, H, 96, KeyO, DD, 160, KeyO, UD, 64, KeyO, H, 39, KeyO, DD, 195, KeyS, UD, 156, KeyS, H, 124, KeyS, DD, 189, KeyA, UD, 65, KeyA, H, 180, KeyA, DD, 185, KeyB, UD, 5, KeyB, H, 116, KeyB, DD, 238, KeyZ, UD, 122, KeyZ, H, 80, KeyZ, DD, 155, Enter, UD, 75, Enter
H, 61, Enter, DD, 273, Period, UD, 212, Period, H, 106, Period, DD, 138, KeyK, UD, 32, KeyK, H, 31, KeyK, DD, 58, Digit3, UD, 27, Digit3, H, 174, Digit3, DD, 206, KeyM, UD, 32, KeyM, H, 107, KeyM, DD, 285, KeyO, UD, 178, KeyO, H, 12, KeyO, DD, 197, KeyO, UD, 185, KeyO, H, 194, KeyO, DD, 228, KeyS, UD, 34, KeyS, H, 42, KeyS, DD, 110, KeyA, UD, 68, KeyA, H, 61, KeyA, DD, 122, KeyB, UD, 61, KeyB, H, 141, KeyB, DD, 192, KeyZ, UD, 51, KeyZ, H, 65, KeyZ, DD, 85, Enter, UD, 20, Enter
H, 129, Enter, DD, 344, Period, UD, 215, Period, H, 69, Period, DD, 134, KeyK, UD, 65, KeyK, H, 185, KeyK, DD, 369, Digit3, UD, 184, Digit3, H, 182, Digit3, DD, 214, KeyM, UD, 32, KeyM, H, 195, KeyM, DD, 229, KeyO, UD, 34, KeyO, H, 133, KeyO, DD, 256, KeyO, UD, 123, KeyO, H, 79, KeyO, DD, 156, KeyS, UD, 77, KeyS, H, 73, KeyS, DD, 149, KeyA, UD, 76, KeyA, H, 79, KeyA, DD, 230, KeyB, UD, 151, KeyB, H, 199, KeyB, DD, 296, KeyZ, UD, 97, KeyZ, H, 82, KeyZ, DD, 207, Enter, UD, 125, Enter
H, 85, Enter, DD, 265, Period, UD, 180, Period, H, 200, Period, DD, 306, KeyK, UD, 106, KeyK, H, 59, KeyK, DD, 115, Digit3, UD, 56, Digit3, H, 58, Digit3, DD, 196, KeyM, UD, 138, KeyM, H, 126, KeyM, DD, 232, KeyO, UD, 106, KeyO, H, 114, KeyO, DD, 185, KeyO, UD, 71, KeyO, H, 194, KeyO, DD, 364, KeyS, UD, 170, KeyS, H, 197, KeyS, DD, 358, KeyA, UD, 161, KeyA, H, 198, KeyA, DD, 362, KeyB, UD, 164, KeyB, H, 93, KeyB, DD, 102, KeyZ, UD, 9, KeyZ, H, 89, KeyZ, DD, 237, Enter, UD, 148, Enter
H, 82, Enter, DD, 306, Period, UD, 224, Period, H, 24, Period, DD, 142, KeyK, UD, 118, KeyK, H, 65, KeyK, DD, 173, Digit3, UD, 108, Digit3, H, 169, Digit3, DD, 330, KeyM, UD, 161, KeyM, H, 26, KeyM, DD, 155, KeyO, UD, 129, KeyO, H, 15, KeyO, DD, 56, KeyO, UD, 41, KeyO, H, 172, KeyO, DD, 352, KeyS, UD, 180, KeyS, H, 102, KeyS, DD, 246, KeyA, UD, 144, KeyA, H, 179, KeyA, DD, 370, KeyB, UD, 191, KeyB, H, 196, KeyB, DD, 281, KeyZ, UD, 85, KeyZ, H, 107, KeyZ, DD, 259, Enter, UD, 152, Enter
H, 188, Enter, DD, 347, Period, UD, 159, Period, H, 171, Period, DD, 249, KeyK, UD, 78, KeyK, H, 56, KeyK, DD, 255, Digit3, UD, 199, Digit3, H, 134, Digit3, DD, 167, KeyM, UD, 33, KeyM, H, 77, KeyM, DD, 202, KeyO, UD, 125, KeyO, H, 68, KeyO, DD, 202, KeyO, UD, 134, KeyO, H, 18, KeyO, DD, 30, KeyS, UD, 12, KeyS, H, 12, KeyS, DD, 33, KeyA, UD, 21, KeyA, H, 131, KeyA, DD, 250, KeyB, UD, 119, KeyB, H, 93, KeyB, DD, 229, KeyZ, UD, 136, KeyZ, H, 183, KeyZ, DD, 360, Enter, UD, 177, Enter
H, 109, Enter, DD, 334, Period, UD, 225, Period, H, 34, Period, DD, 99, KeyK, UD, 65, KeyK, H, 42, KeyK, DD, 59, Digit3, UD, 17, Digit3, H, 75, Digit3, DD, 260, KeyM, UD, 185, KeyM, H, 161, KeyM, DD, 225, KeyO, UD, 64, KeyO, H, 26, KeyO, DD, 156, KeyO, UD, 130, KeyO, H, 118, KeyO, DD, 226, KeyS, UD, 108, KeyS, H, 169, KeyS, DD, 356, KeyA, UD, 187, KeyA, H, 177, KeyA, DD, 201, KeyB, UD, 24, KeyB, H, 101, KeyB, DD, 205, KeyZ, UD, 104, KeyZ, H, 31, KeyZ, DD, 147, Enter, UD, 116, Enter
H, 29, Enter, DD, 149, Period, UD, 120, Period, H, 52, Period, DD, 73, KeyK, UD, 21, KeyK, H, 182, KeyK, DD, 263, Digit3, UD, 81, Digit3, H, 173, Digit3, DD, 235, KeyM, UD, 62, KeyM, H, 149, KeyM, DD, 168, KeyO, UD, 19, KeyO, H, 204, KeyO, DD, 333, KeyO, UD, 129, KeyO, H, 130, KeyO, DD, 177, KeyS, UD, 47, KeyS, H, 148, KeyS, DD, 241, KeyA, UD, 93, KeyA, H, 89, KeyA, DD, 116, KeyB, UD, 27, KeyB, H, 131, KeyB, DD, 267, KeyZ, UD, 136, KeyZ, H, 79, KeyZ, DD, 117, Enter, UD, 38, Enter
H, 35, Enter, DD, 325, Period, UD, 290, Period, H, 198, Period, DD, 350, KeyK, UD, 152, KeyK, H, 110, KeyK, DD, 230, Digit3, UD, 120, Digit3, H, 64, Digit3, DD, 192, KeyM, UD, 128, KeyM, H, 8, KeyM, DD, 169, KeyO, UD, 161, KeyO, H, 71, KeyO, DD, 202, KeyO, UD, 131, KeyO, H, 92, KeyO, DD, 136, KeyS, UD, 44, KeyS, H, 61, KeyS, DD, 122, KeyA, UD, 61, KeyA, H, 122, KeyA, DD, 124, KeyB, UD, 2, KeyB, H, 200, KeyB, DD, 204, KeyZ, UD, 4, KeyZ, H, 164, KeyZ, DD, 294, Enter, UD, 130, Enter
