H, 131, Period, DD, 1017, KeyK, UD, 886, KeyK, H, 100, KeyK, DD, 160, Digit3, UD, 60, Digit3, H, 139, Digit3, DD, 309, KeyM, UD, 170, KeyM, H, 158, KeyM, DD, 727, KeyO, UD, 569, KeyO, H, 93, KeyO, DD, 156, KeyO, UD, 63, KeyO, H, 95, KeyO, DD, 923, KeyS, UD, 828, KeyS, H, 117, KeyS, DD, 301, KeyA, UD, 184, KeyA, H, 167, KeyA, DD, 1036, KeyB, UD, 869, KeyB, DD, 94, KeyZ, UD, 963, KeyZ, H, 70, KeyB, H, 146, KeyZ, DD, 1076, Enter, UD, 930, Enter
H, 85, Enter, DD, 1199, Period, UD, 1114, Period, H, 123, Period, DD, 1522, KeyK, UD, 1399, KeyK, H, 120, KeyK, DD, 168, Digit3, UD, 48, Digit3, H, 125, Digit3, DD, 901, KeyM, UD, 776, KeyM, H, 102, KeyM, DD, 299, KeyO, UD, 197, KeyO, H, 63, KeyO, DD, 130, KeyO, UD, 67, KeyO, H, 118, KeyO, DD, 989, KeyS, UD, 871, KeyS, DD, 61, KeyA, UD, 932, KeyA, H, 76, KeyS, H, 162, KeyA, DD, 271, KeyB, UD, 109, KeyB, H, 157, KeyB, DD, 381, KeyZ, UD, 224, KeyZ, H, 126, KeyZ, DD, 978, Enter, UD, 852, Enter
H, 132, Enter, DD, 804, Period, UD, 672, Period, H, 104, Period, DD, 325, KeyK, UD, 221, KeyK, H, 108, KeyK, DD, 953, Digit3, UD, 845, Digit3, H, 124, Digit3, DD, 1126, KeyM, UD, 1002, KeyM, H, 95, KeyM, DD, 235, KeyO, UD, 140, KeyO, H, 85, KeyO, DD, 144, KeyO, UD, 59, KeyO, H, 110, KeyO, DD, 234, KeyS, UD, 124, KeyS, DD, 132, KeyA, UD, 256, KeyA, H, 42, KeyS, H, 175, KeyA, DD, 217, KeyB, UD, 42, KeyB, H, 124, KeyB, DD, 254, KeyZ, UD, 130, KeyZ, H, 129, KeyZ, DD, 150, Enter, UD, 21, Enter
H, 162, Enter, DD, 310, Period, UD, 148, Period, H, 134, Period, DD, 345, KeyK, UD, 211, KeyK, H, 143, KeyK, DD, 256, Digit3, UD, 113, Digit3, H, 99, Digit3, DD, 162, KeyM, UD, 63, KeyM, H, 143, KeyM, DD, 290, KeyO, UD, 147, KeyO, H, 88, KeyO, DD, 153, KeyO, UD, 65, KeyO, H, 95, KeyO, DD, 190, KeyS, UD, 95, KeyS, H, 135, KeyS, DD, 214, KeyA, UD, 79, KeyA, H, 119, KeyA, DD, 139, KeyB, UD, 20, KeyB, H, 95, KeyB, DD, 152, KeyZ, UD, 57, KeyZ, H, 119, KeyZ, DD, 164, Enter, UD, 45, Enter
H, 152, Enter, DD, 377, Period, UD, 225, Period, H, 117, Period, DD, 740, KeyK, UD, 623, KeyK, H, 137, KeyK, DD, 457, Digit3, UD, 320, Digit3, H, 114, Digit3, DD, 171, KeyM, UD, 57, KeyM, H, 126, KeyM, DD, 410, KeyO, UD, 284, KeyO, H, 128, KeyO, DD, 202, KeyO, UD, 74, KeyO, H, 69, KeyO, DD, 175, KeyS, UD, 106, KeyS, H, 130, KeyS, DD, 192, KeyA, UD, 62, KeyA, H, 141, KeyA, DD, 276, KeyB, UD, 135, KeyB, H, 103, KeyB, DD, 485, KeyZ, UD, 382, KeyZ, H, 136, KeyZ, DD, 646, Enter, UD, 510, Enter
H, 123, Enter, DD, 402, Period, UD, 279, Period, H, 205, Period, DD, 523, KeyK, UD, 318, KeyK, H, 129, KeyK, DD, 282, Digit3, UD, 153, Digit3, H, 113, Digit3, DD, 324, KeyM, UD, 211, KeyM, H, 109, KeyM, DD, 252, KeyO, UD, 143, KeyO, H, 93, KeyO, DD, 156, KeyO, UD, 63, KeyO, H, 101, KeyO, DD, 178, KeyS, UD, 77, KeyS, H, 133, KeyS, DD, 193, KeyA, UD, 60, KeyA, H, 134, KeyA, DD, 179, KeyB, UD, 45, KeyB, H, 105, KeyB, DD, 548, KeyZ, UD, 443, KeyZ, H, 142, KeyZ, DD, 187, Enter, UD, 45, Enter
H, 131, Enter, DD, 537, Period, UD, 406, Period, H, 188, Period, DD, 553, KeyK, UD, 365, KeyK, H, 145, KeyK, DD, 329, Digit3, UD, 184, Digit3, H, 139, Digit3, DD, 192, KeyM, UD, 53, KeyM, H, 124, KeyM, DD, 305, KeyO, UD, 181, KeyO, H, 75, KeyO, DD, 146, KeyO, UD, 71, KeyO, H, 109, KeyO, DD, 259, KeyS, UD, 150, KeyS, H, 123, KeyS, DD, 213, KeyA, UD, 90, KeyA, H, 123, KeyA, DD, 280, KeyB, UD, 157, KeyB, H, 107, KeyB, DD, 178, KeyZ, UD, 71, KeyZ, H, 97, KeyZ, DD, 164, Enter, UD, 67, Enter
H, 129, Enter, DD, 405, Period, UD, 276, Period, H, 152, Period, DD, 780, KeyK, UD, 628, KeyK, H, 146, KeyK, DD, 277, Digit3, UD, 131, Digit3, H, 110, Digit3, DD, 129, KeyM, UD, 19, KeyM, H, 133, KeyM, DD, 318, KeyO, UD, 185, KeyO, H, 73, KeyO, DD, 151, KeyO, UD, 78, KeyO, H, 118, KeyO, DD, 238, KeyS, UD, 120, KeyS, H, 133, KeyS, DD, 238, KeyA, UD, 105, KeyA, H, 131, KeyA, DD, 156, KeyB, UD, 25, KeyB, H, 80, KeyB, DD, 225, KeyZ, UD, 145, KeyZ, H, 142, KeyZ, DD, 670, Enter, UD, 528, Enter
H, 123, Enter, DD, 511, Period, UD, 388, Period, H, 120, Period, DD, 333, KeyK, UD, 213, KeyK, H, 95, KeyK, DD, 343, Digit3, UD, 248, Digit3, H, 107, Digit3, DD, 190, KeyM, UD, 83, KeyM, H, 99, KeyM, DD, 306, KeyO, UD, 207, KeyO, H, 69, KeyO, DD, 137, KeyO, UD, 68, KeyO, H, 110, KeyO, DD, 195, KeyS, UD, 85, KeyS, H, 129, KeyS, DD, 233, KeyA, UD, 104, KeyA, H, 127, KeyA, DD, 179, KeyB, UD, 52, KeyB, H, 96, KeyB, DD, 178, KeyZ, UD, 82, KeyZ, H, 138, KeyZ, DD, 203, Enter, UD, 65, Enter
H, 109, Enter, DD, 317, Period, UD, 208, Period, H, 115, Period, DD, 380, KeyK, UD, 265, KeyK, H, 108, KeyK, DD, 214, Digit3, UD, 106, Digit3, H, 125, Digit3, DD, 173, KeyM, UD, 48, KeyM, H, 106, KeyM, DD, 305, KeyO, UD, 199, KeyO, H, 87, KeyO, DD, 174, KeyO, UD, 87, KeyO, H, 91, KeyO, DD, 225, KeyS, UD, 134, KeyS, H, 120, KeyS, DD, 272, KeyA, UD, 152, KeyA, H, 118, KeyA, DD, 167, KeyB, UD, 49, KeyB, H, 89, KeyB, DD, 180, KeyZ, UD, 91, KeyZ, H, 123, KeyZ, DD, 197, Enter, UD, 74, Enter
H, 157, Enter, DD, 345, Period, UD, 188, Period, H, 155, Period, DD, 486, KeyK, UD, 331, KeyK, H, 118, KeyK, DD, 448, Digit3, UD, 330, Digit3, H, 119, Digit3, DD, 249, KeyM, UD, 130, KeyM, H, 117, KeyM, DD, 274, KeyO, UD, 157, KeyO, H, 82, KeyO, DD, 156, KeyO, UD, 74, KeyO, H, 111, KeyO, DD, 260, KeyS, UD, 149, KeyS, H, 130, KeyS, DD, 237, KeyA, UD, 107, KeyA, H, 121, KeyA, DD, 526, KeyB, UD, 405, KeyB, H, 166, KeyB, DD, 177, KeyZ, UD, 11, KeyZ, H, 120, KeyZ, DD, 187, Enter, UD, 67, Enter
H, 130, Enter, DD, 634, Period, UD, 504, Period, H, 127, Period, DD, 315, KeyK, UD, 188, KeyK, H, 109, KeyK, DD, 241, Digit3, UD, 132, Digit3, H, 94, Digit3, DD, 141, KeyM, UD, 47, KeyM, H, 112, KeyM, DD, 307, KeyO, UD, 195, KeyO, H, 72, KeyO, DD, 147, KeyO, UD, 75, KeyO, H, 91, KeyO, DD, 186, KeyS, UD, 95, KeyS, H, 128, KeyS, DD, 202, KeyA, UD, 74, KeyA, H, 124, KeyA, DD, 184, KeyB, UD, 60, KeyB, H, 97, KeyB, DD, 141, KeyZ, UD, 44, KeyZ, H, 130, KeyZ, DD, 222, Enter, UD, 92, Enter
H, 136, Enter, DD, 302, Period, UD, 166, Period, H, 157, Period, DD, 327, KeyK, UD, 170, KeyK, H, 129, KeyK, DD, 236, Digit3, UD, 107, Digit3, H, 114, Digit3, DD, 165, KeyM, UD, 51, KeyM, H, 120, KeyM, DD, 311, KeyO, UD, 191, KeyO, H, 74, KeyO, DD, 149, KeyO, UD, 75, KeyO, H, 93, KeyO, DD, 224, KeyS, UD, 131, KeyS, H, 123, KeyS, DD, 224, KeyA, UD, 101, KeyA, H, 138, KeyA, DD, 199, KeyB, UD, 61, KeyB, H, 106, KeyB, DD, 176, KeyZ, UD, 70, KeyZ, H, 138, KeyZ, DD, 195, Enter, UD, 57, Enter
H, 142, Enter, DD, 360, Period, UD, 218, Period, H, 120, Period, DD, 282, KeyK, UD, 162, KeyK, H, 128, KeyK, DD, 212, Digit3, UD, 84, Digit3, H, 120, Digit3, DD, 238, KeyM, UD, 118, KeyM, H, 101, KeyM, DD, 272, KeyO, UD, 171, KeyO, H, 85, KeyO, DD, 644, KeyO, UD, 559, KeyO, H, 77, KeyO, DD, 236, KeyS, UD, 159, KeyS, H, 124, KeyS, DD, 228, KeyA, UD, 104, KeyA, H, 130, KeyA, DD, 187, KeyB, UD, 57, KeyB, H, 105, KeyB, DD, 289, KeyZ, UD, 184, KeyZ, H, 171, KeyZ, DD, 177, Enter, UD, 6, Enter
H, 148, Enter, DD, 580, Period, UD, 432, Period, H, 133, Period, DD, 282, KeyK, UD, 149, KeyK, H, 108, KeyK, DD, 187, Digit3, UD, 79, Digit3, H, 86, Digit3, DD, 150, KeyM, UD, 64, KeyM, H, 95, KeyM, DD, 286, KeyO, UD, 191, KeyO, H, 76, KeyO, DD, 153, KeyO, UD, 77, KeyO, H, 111, KeyO, DD, 191, KeyS, UD, 80, KeyS, H, 134, KeyS, DD, 215, KeyA, UD, 81, KeyA, H, 119, KeyA, DD, 187, KeyB, UD, 68, KeyB, H, 94, KeyB, DD, 175, KeyZ, UD, 81, KeyZ, H, 126, KeyZ, DD, 187, Enter, UD, 61, Enter
H, 134, Enter, DD, 338, Period, UD, 204, Period, H, 109, Period, DD, 278, KeyK, UD, 169, KeyK, H, 115, KeyK, DD, 150, Digit3, UD, 35, Digit3, H, 109, Digit3, DD, 244, KeyM, UD, 135, KeyM, H, 106, KeyM, DD, 262, KeyO, UD, 156, KeyO, H, 89, KeyO, DD, 153, KeyO, UD, 64, KeyO, H, 96, KeyO, DD, 153, KeyS, UD, 57, KeyS, H, 125, KeyS, DD, 218, KeyA, UD, 93, KeyA, H, 116, KeyA, DD, 169, KeyB, UD, 53, KeyB, H, 87, KeyB, DD, 160, KeyZ, UD, 73, KeyZ, H, 127, KeyZ, DD, 203, Enter, UD, 76, Enter
H, 118, Enter, DD, 665, Period, UD, 547, Period, H, 147, Period, DD, 362, KeyK, UD, 215, KeyK, H, 126, KeyK, DD, 180, Digit3, UD, 54, Digit3, H, 114, Digit3, DD, 146, KeyM, UD, 32, KeyM, H, 109, KeyM, DD, 359, KeyO, UD, 250, KeyO, H, 81, KeyO, DD, 153, KeyO, UD, 72, KeyO, H, 112, KeyO, DD, 225, KeyS, UD, 113, KeyS, H, 142, KeyS, DD, 267, KeyA, UD, 125, KeyA, H, 130, KeyA, DD, 267, KeyB, UD, 137, KeyB, H, 103, KeyB, DD, 221, KeyZ, UD, 118, KeyZ, H, 103, KeyZ, DD, 242, Enter, UD, 139, Enter
H, 127, Enter, DD, 395, Period, UD, 268, Period, H, 124, Period, DD, 856, KeyK, UD, 732, KeyK, H, 124, KeyK, DD, 197, Digit3, UD, 73, Digit3, H, 110, Digit3, DD, 933, KeyM, UD, 823, KeyM, H, 124, KeyM, DD, 390, KeyO, UD, 266, KeyO, H, 96, KeyO, DD, 144, KeyO, UD, 48, KeyO, H, 123, KeyO, DD, 384, KeyS, UD, 261, KeyS, H, 100, KeyS, DD, 211, KeyA, UD, 111, KeyA, H, 89, KeyA, DD, 745, KeyB, UD, 656, KeyB, H, 120, KeyB, DD, 167, KeyZ, UD, 47, KeyZ, H, 129, KeyZ, DD, 229, Enter, UD, 100, Enter
H, 130, Enter, DD, 774, Period, UD, 644, Period, H, 134, Period, DD, 320, KeyK, UD, 186, KeyK, H, 126, KeyK, DD, 272, Digit3, UD, 146, Digit3, H, 120, Digit3, DD, 140, KeyM, UD, 20, KeyM, H, 123, KeyM, DD, 356, KeyO, UD, 233, KeyO, H, 75, KeyO, DD, 152, KeyO, UD, 77, KeyO, H, 120, KeyO, DD, 193, KeyS, UD, 73, KeyS, H, 147, KeyS, DD, 217, KeyA, UD, 70, KeyA, H, 132, KeyA, DD, 191, KeyB, UD, 59, KeyB, H, 102, KeyB, DD, 133, KeyZ, UD, 31, KeyZ, H, 136, KeyZ, DD, 169, Enter, UD, 33, Enter
H, 134, Enter, DD, 703, Period, UD, 569, Period, H, 150, Period, DD, 325, KeyK, UD, 175, KeyK, H, 113, KeyK, DD, 209, Digit3, UD, 96, Digit3, H, 113, Digit3, DD, 153, KeyM, UD, 40, KeyM, H, 113, KeyM, DD, 253, KeyO, UD, 140, KeyO, H, 97, KeyO, DD, 261, KeyO, UD, 164, KeyO, H, 97, KeyO, DD, 200, KeyS, UD, 103, KeyS, H, 106, KeyS, DD, 1566, KeyA, UD, 1460, KeyA, H, 111, KeyA, DD, 178, KeyB, UD, 67, KeyB, H, 97, KeyB, DD, 100, KeyZ, UD, 3, KeyZ, H, 103, KeyZ, DD, 178, Enter, UD, 75, Enter
H, 97, Enter, DD, 880, Period, UD, 783, Period, H, 103, Period, DD, 240, KeyK, UD, 137, KeyK, H, 85, KeyK, DD, 203, Digit3, UD, 118, Digit3, H, 113, Digit3, DD, 192, KeyM, UD, 79, KeyM, H, 103, KeyM, DD, 266, KeyO, UD, 163, KeyO, H, 91, KeyO, DD, 180, KeyO, UD, 89, KeyO, H, 104, KeyO, DD, 178, KeyS, UD, 74, KeyS, H, 123, KeyS, DD, 244, KeyA, UD, 121, KeyA, H, 101, KeyA, DD, 225, KeyB, UD, 124, KeyB, H, 91, KeyB, DD, 144, KeyZ, UD, 53, KeyZ, H, 120, KeyZ, DD, 172, Enter, UD, 52, Enter
H, 95, Enter, DD, 855, Period, UD, 760, Period, H, 108, Period, DD, 257, KeyK, UD, 149, KeyK, H, 87, KeyK, DD, 221, Digit3, UD, 134, Digit3, H, 119, Digit3, DD, 127, KeyM, UD, 8, KeyM, H, 118, KeyM, DD, 291, KeyO, UD, 173, KeyO, H, 85, KeyO, DD, 197, KeyO, UD, 112, KeyO, H, 99, KeyO, DD, 895, KeyS, UD, 796, KeyS, H, 108, KeyS, DD, 412, KeyA, UD, 304, KeyA, H, 129, KeyA, DD, 179, KeyB, UD, 50, KeyB, H, 90, KeyB, DD, 165, KeyZ, UD, 75, KeyZ, H, 121, KeyZ, DD, 147, Enter, UD, 26, Enter
H, 113, Enter, DD, 442, Period, UD, 329, Period, H, 183, Period, DD, 418, KeyK, UD, 235, KeyK, H, 112, KeyK, DD, 170, Digit3, UD, 58, Digit3, H, 109, Digit3, DD, 162, KeyM, UD, 53, KeyM, H, 123, KeyM, DD, 676, KeyS, UD, 553, KeyS, H, 114, KeyS, DD, 448, KeyO, UD, 334, KeyO, H, 97, KeyO, DD, 235, KeyO, UD, 138, KeyO, H, 162, KeyO, DD, 1972, KeyA, UD, 1810, KeyA, H, 110, KeyA, DD, 332, KeyB, UD, 222, KeyB, H, 85, KeyB, DD, 120, KeyZ, UD, 35, KeyZ, H, 130, KeyZ, DD, 174, Enter, UD, 44, Enter
H, 91, Enter, DD, 915, Period, UD, 824, Period, H, 110, Period, DD, 364, KeyK, UD, 254, KeyK, H, 118, KeyK, DD, 829, Digit3, UD, 711, Digit3, H, 120, Digit3, DD, 554, KeyM, UD, 434, KeyM, H, 114, KeyM, DD, 360, KeyO, UD, 246, KeyO, H, 96, KeyO, DD, 164, KeyO, UD, 68, KeyO, H, 92, KeyO, DD, 155, KeyS, UD, 63, KeyS, H, 139, KeyS, DD, 226, KeyA, UD, 87, KeyA, H, 134, KeyA, DD, 251, KeyZ, UD, 117, KeyZ, H, 118, KeyZ, DD, 919, Enter, UD, 801, Enter
H, 86, Enter, DD, 2331, Enter, UD, 2245, Enter
H, 155, Enter, DD, 375, Period, UD, 220, Period, H, 132, Period, DD, 291, KeyK, UD, 159, KeyK, H, 89, KeyK, DD, 124, Digit3, UD, 35, Digit3, H, 110, Digit3, DD, 302, KeyM, UD, 192, KeyM, H, 97, KeyM, DD, 163, KeyM, UD, 66, KeyM, H, 95, KeyM, DD, 1479, Enter, UD, 1384, Enter
H, 114, Enter, DD, 701, Period, UD, 587, Period, H, 95, Period, DD, 258, KeyK, UD, 163, KeyK, H, 97, KeyK, DD, 1201, Digit3, UD, 1104, Digit3, H, 101, Digit3, DD, 810, KeyM, UD, 709, KeyM, H, 89, KeyM, DD, 353, KeyO, UD, 264, KeyO, H, 80, KeyO, DD, 140, KeyO, UD, 60, KeyO, H, 135, KeyO, DD, 295, KeyS, UD, 160, KeyS, H, 115, KeyS, DD, 192, KeyA, UD, 77, KeyA, H, 114, KeyA, DD, 260, KeyB, UD, 146, KeyB, H, 143, KeyB, DD, 400, KeyZ, UD, 257, KeyZ, H, 146, KeyZ, DD, 622, Enter, UD, 476, Enter
H, 118, Enter, DD, 5358, Period, UD, 5240, Period, H, 77, Period, DD, 1383, KeyK, UD, 1306, KeyK, H, 152, KeyK, DD, 276, Digit3, UD, 124, Digit3, H, 108, Digit3, DD, 187, KeyM, UD, 79, KeyM, H, 117, KeyM, DD, 251, KeyO, UD, 134, KeyO, H, 105, KeyO, DD, 166, KeyO, UD, 61, KeyO, H, 100, KeyO, DD, 188, KeyS, UD, 88, KeyS, H, 107, KeyS, DD, 133, KeyA, UD, 26, KeyA, H, 133, KeyA, DD, 158, KeyB, UD, 25, KeyB, H, 69, KeyB, DD, 93, KeyZ, UD, 24, KeyZ, H, 105, KeyZ, DD, 148, Enter, UD, 43, Enter
H, 119, Enter, DD, 650, Period, UD, 531, Period, H, 132, Period, DD, 370, KeyK, UD, 238, KeyK, H, 106, KeyK, DD, 294, Digit3, UD, 188, Digit3, H, 104, Digit3, DD, 248, KeyM, UD, 144, KeyM, H, 120, KeyM, DD, 298, KeyO, UD, 178, KeyO, H, 71, KeyO, DD, 131, KeyO, UD, 60, KeyO, H, 95, KeyO, DD, 188, KeyS, UD, 93, KeyS, H, 119, KeyS, DD, 189, KeyA, UD, 70, KeyA, H, 127, KeyA, DD, 134, KeyB, UD, 7, KeyB, H, 69, KeyB, DD, 173, KeyZ, UD, 104, KeyZ, H, 107, KeyZ, DD, 150, Enter, UD, 43, Enter
H, 119, Enter, DD, 338, Period, UD, 219, Period, H, 119, Period, DD, 465, KeyK, UD, 346, KeyK, H, 87, KeyK, DD, 152, Digit3, UD, 65, Digit3, H, 114, Digit3, DD, 152, KeyM, UD, 38, KeyM, H, 128, KeyM, DD, 384, KeyO, UD, 256, KeyO, H, 88, KeyO, DD, 147, KeyO, UD, 59, KeyO, H, 97, KeyO, DD, 478, KeyS, UD, 381, KeyS, H, 94, KeyS, DD, 199, KeyA, UD, 105, KeyA, H, 91, KeyA, DD, 133, KeyB, UD, 42, KeyB, H, 87, KeyB, DD, 131, KeyZ, UD, 44, KeyZ, H, 116, KeyZ, DD, 139, Enter, UD, 23, Enter
H, 103, Enter, DD, 771, Period, UD, 668, Period, H, 110, Period, DD, 319, KeyK, UD, 209, KeyK, H, 100, KeyK, DD, 201, Digit3, UD, 101, Digit3, H, 120, Digit3, DD, 171, KeyM, UD, 51, KeyM, H, 100, KeyM, DD, 306, KeyO, UD, 206, KeyO, H, 82, KeyO, DD, 145, KeyO, UD, 63, KeyO, H, 100, KeyO, DD, 178, KeyS, UD, 78, KeyS, H, 140, KeyS, DD, 201, KeyA, UD, 61, KeyA, H, 102, KeyA, DD, 145, KeyB, UD, 43, KeyB, H, 76, KeyB, DD, 123, KeyZ, UD, 47, KeyZ, H, 78, KeyZ, DD, 135, Enter, UD, 57, Enter
H, 105, Enter, DD, 728, Period, UD, 623, Period, H, 117, Period, DD, 905, KeyK, UD, 788, KeyK, H, 80, KeyK, DD, 149, Digit3, UD, 69, Digit3, H, 107, Digit3, DD, 140, KeyM, UD, 33, KeyM, H, 91, KeyM, DD, 304, KeyO, UD, 213, KeyO, H, 79, KeyO, DD, 141, KeyO, UD, 62, KeyO, H, 95, KeyO, DD, 237, KeyS, UD, 142, KeyS, H, 109, KeyS, DD, 212, KeyA, UD, 103, KeyA, H, 88, KeyA, DD, 127, KeyB, UD, 39, KeyB, H, 88, KeyB, DD, 122, KeyZ, UD, 34, KeyZ, H, 114, KeyZ, DD, 178, Enter, UD, 64, Enter
H, 114, Enter, DD, 858, Period, UD, 744, Period, H, 102, Period, DD, 251, KeyK, UD, 149, KeyK, H, 98, KeyK, DD, 1973, Digit2, UD, 1875, Digit2, H, 94, Digit2, DD, 201, KeyM, UD, 107, KeyM, H, 148, KeyM, DD, 946, Enter, UD, 798, Enter
H, 94, Enter, DD, 352, Period, UD, 258, Period, H, 119, Period, DD, 638, KeyK, UD, 519, KeyK, H, 114, KeyK, DD, 147, Digit3, UD, 33, Digit3, H, 114, Digit3, DD, 139, KeyM, UD, 25, KeyM, H, 99, KeyM, DD, 183, KeyM, UD, 84, KeyM, H, 99, KeyM, DD, 238, KeyO, UD, 139, KeyO, H, 66, KeyO, DD, 126, KeyS, UD, 60, KeyS, H, 138, KeyS, DD, 243, KeyA, UD, 105, KeyA, H, 120, KeyA, DD, 436, KeyB, UD, 316, KeyB, H, 95, KeyB, DD, 134, KeyZ, UD, 39, KeyZ, H, 99, KeyZ, DD, 182, Enter, UD, 83, Enter
H, 153, Enter, DD, 284, Period, UD, 131, Period, H, 132, Period, DD, 278, KeyK, UD, 146, KeyK, H, 97, KeyK, DD, 167, Digit3, UD, 70, Digit3, H, 120, Digit3, DD, 279, KeyM, UD, 159, KeyM, H, 138, KeyM, DD, 248, KeyO, UD, 110, KeyO, H, 92, KeyO, DD, 171, KeyO, UD, 79, KeyO, H, 94, KeyO, DD, 173, KeyS, UD, 79, KeyS, H, 139, KeyS, DD, 252, KeyA, UD, 113, KeyA, H, 101, KeyA, DD, 467, KeyB, UD, 366, KeyB, DD, 137, KeyZ, UD, 503, KeyZ, H, 18, KeyB, H, 115, KeyZ, DD, 187, Enter, UD, 72, Enter
H, 135, Enter, DD, 394, Period, UD, 259, Period, H, 112, Period, DD, 442, KeyK, UD, 330, KeyK, H, 139, KeyK, DD, 191, Digit3, UD, 52, Digit3, H, 120, Digit3, DD, 200, KeyM, UD, 80, KeyM, H, 120, KeyM, DD, 484, KeyO, UD, 364, KeyO, H, 86, KeyO, DD, 180, KeyO, UD, 94, KeyO, H, 73, KeyO, DD, 246, KeyS, UD, 173, KeyS, H, 94, KeyS, DD, 472, KeyA, UD, 378, KeyA, H, 125, KeyA, DD, 415, KeyB, UD, 290, KeyB, DD, 127, KeyZ, UD, 417, KeyZ, H, 44, KeyB, H, 113, KeyZ, DD, 168, Enter, UD, 55, Enter
H, 164, Enter, DD, 486, Period, UD, 322, Period, H, 122, Period, DD, 294, KeyK, UD, 172, KeyK, H, 136, KeyK, DD, 180, Digit3, UD, 44, Digit3, H, 115, Digit3, DD, 167, KeyM, UD, 52, KeyM, H, 91, KeyM, DD, 273, KeyO, UD, 182, KeyO, H, 73, KeyO, DD, 167, KeyO, UD, 94, KeyO, H, 74, KeyO, DD, 1430, KeyS, UD, 1356, KeyS, H, 129, KeyS, DD, 264, KeyA, UD, 135, KeyA, H, 89, KeyA, DD, 167, KeyB, UD, 78, KeyB, H, 86, KeyB, DD, 92, KeyZ, UD, 6, KeyZ, H, 118, KeyZ, DD, 169, Enter, UD, 51, Enter
H, 127, Enter, DD, 609, Period, UD, 482, Period, H, 130, Period, DD, 499, KeyK, UD, 369, KeyK, H, 132, KeyK, DD, 295, Digit3, UD, 163, Digit3, H, 118, Digit3, DD, 159, KeyM, UD, 41, KeyM, H, 111, KeyM, DD, 342, KeyO, UD, 231, KeyO, H, 95, KeyO, DD, 1089, KeyO, UD, 994, KeyO, H, 82, KeyO, DD, 273, KeyS, UD, 191, KeyS, H, 108, KeyS, DD, 243, KeyA, UD, 135, KeyA, H, 115, KeyA, DD, 198, KeyB, UD, 83, KeyB, H, 82, KeyB, DD, 133, KeyZ, UD, 51, KeyZ, H, 120, KeyZ, DD, 183, Enter, UD, 63, Enter
H, 89, Enter, DD, 636, Period, UD, 547, Period, H, 164, Period, DD, 435, KeyK, UD, 271, KeyK, H, 107, KeyK, DD, 214, Digit3, UD, 107, Digit3, H, 114, Digit3, DD, 232, KeyM, UD, 118, KeyM, H, 98, KeyM, DD, 224, KeyO, UD, 126, KeyO, H, 100, KeyO, DD, 217, KeyS, UD, 117, KeyS, H, 116, KeyS, DD, 1199, Enter, UD, 1083, Enter
H, 137, Enter, DD, 1320, Period, UD, 1183, Period, H, 133, Period, DD, 266, KeyK, UD, 133, KeyK, H, 88, KeyK, DD, 241, Digit3, UD, 153, Digit3, H, 114, Digit3, DD, 138, KeyM, UD, 24, KeyM, H, 107, KeyM, DD, 297, KeyO, UD, 190, KeyO, H, 76, KeyO, DD, 134, KeyO, UD, 58, KeyO, H, 110, KeyO, DD, 1234, KeyS, UD, 1124, KeyS, H, 120, KeyS, DD, 252, KeyA, UD, 132, KeyA, H, 110, KeyA, DD, 193, KeyB, UD, 83, KeyB, H, 87, KeyB, DD, 211, KeyZ, UD, 124, KeyZ, H, 109, KeyZ, DD, 114, Enter, UD, 5, Enter
H, 160, Enter, DD, 677, Period, UD, 517, Period, H, 109, Period, DD, 326, KeyK, UD, 217, KeyK, H, 86, KeyK, DD, 288, Digit3, UD, 202, Digit3, H, 110, Digit3, DD, 1079, KeyM, UD, 969, KeyM, H, 116, KeyM, DD, 281, KeyO, UD, 165, KeyO, H, 89, KeyO, DD, 150, KeyO, UD, 61, KeyO, H, 95, KeyO, DD, 319, KeyS, UD, 224, KeyS, H, 95, KeyS, DD, 198, KeyA, UD, 103, KeyA, H, 110, KeyA, DD, 141, KeyB, UD, 31, KeyB, H, 83, KeyB, DD, 142, KeyZ, UD, 59, KeyZ, H, 96, KeyZ, DD, 156, Enter, UD, 60, Enter
H, 142, Enter, DD, 563, Period, UD, 421, Period, H, 129, Period, DD, 853, KeyK, UD, 724, KeyK, H, 95, KeyK, DD, 205, Digit3, UD, 110, Digit3, H, 114, Digit3, DD, 183, KeyM, UD, 69, KeyM, H, 103, KeyM, DD, 521, KeyO, UD, 418, KeyO, H, 76, KeyO, DD, 143, KeyO, UD, 67, KeyO, H, 111, KeyO, DD, 235, KeyS, UD, 124, KeyS, H, 111, KeyS, DD, 211, KeyA, UD, 100, KeyA, H, 115, KeyA, DD, 139, KeyB, UD, 24, KeyB, H, 109, KeyB, DD, 142, KeyZ, UD, 33, KeyZ, H, 110, KeyZ, DD, 161, Enter, UD, 51, Enter
